record_id,q_idx,n_premises_used,query,premises,options,answer,answer_label,explanation,premises_fol,premises_used,reasoning,_target_split
SYN_firmware_b_UNC_EPIST,0,1,Does firmware build Tundra-5 have a beta flag?,"[""If a build has a passing unit test and a security scan, then it is staging-ready."", ""Firmware build Tundra-5 has a passing unit test."", ""Firmware build Tundra-5 has a security scan."", ""No premise states whether firmware build Tundra-5 has a beta flag.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"The question asks whether firmware build Tundra-5 has a beta flag. No rule concludes it and no fact asserts it; premise 3 states that no premise establishes whether firmware build Tundra-5 has a beta flag, so it is unknown. It can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((passing_unit_test(x) ∧ security_scan(x)) → staging_ready(x))"", ""passing_unit_test(firmware_build_tundra_5)"", ""security_scan(firmware_build_tundra_5)"", ""[UNCERTAIN] No premise states whether firmware build Tundra-5 has a beta flag.""]",[3],"{""type"": ""fol"", ""steps"": [""Fact: premise 3 states beta_flag(firmware_build_tundra_5) is unknown"", ""Derive: no rule or fact establishes beta_flag(firmware_build_tundra_5) ⟹ Unknown"", ""Conclusion: beta_flag(firmware_build_tundra_5) is undetermined ⟹ Uncertain""]}",train
SYN_firmware_b_NO_BLOCKED,0,3,Can firmware build Tundra-5 be shipped to devices?,"[""If a build has a passing unit test and a security scan, then it can be shipped to devices."", ""Firmware build Tundra-5 has a passing unit test."", ""Firmware build Tundra-5 lacks a security scan.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"Premise 0 requires both a passing unit test and a security scan to be shipped to devices. By premise 1, firmware build Tundra-5 has a passing unit test, but premise 2 states firmware build Tundra-5 lacks a security scan. A required condition is explicitly false, so firmware build Tundra-5 cannot be shipped to devices; the answer is No.","[""∀x ((passing_unit_test(x) ∧ security_scan(x)) → can_be_shipped_to_devices(x))"", ""passing_unit_test(firmware_build_tundra_5)"", ""¬security_scan(firmware_build_tundra_5)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((passing_unit_test(x) ∧ security_scan(x)) → can_be_shipped_to_devices(x))"", ""Fact: passing_unit_test(firmware_build_tundra_5)"", ""Fact: ¬security_scan(firmware_build_tundra_5)"", ""Derive: ¬security_scan(firmware_build_tundra_5) makes the antecedent false ⟹ can_be_shipped_to_devices(firmware_build_tundra_5) not derivable"", ""Conclusion: ¬can_be_shipped_to_devices(firmware_build_tundra_5) ⟹ No""]}",train
SYN_firmware_b_NO_CONTRA,0,3,Do the premises establish that firmware build Tundra-5 should be shipped to devices?,"[""If a build has a passing unit test, then it requires a rollback hold."", ""If a build requires a rollback hold, then it should not be shipped to devices without review."", ""Firmware build Tundra-5 has a passing unit test.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"By premise 2 (firmware build Tundra-5 has a passing unit test) and premise 0, firmware build Tundra-5 requires a rollback hold. Premise 1 then states firmware build Tundra-5 should not be shipped to devices without review. Therefore the premises do not establish that firmware build Tundra-5 should be shipped to devices; the answer is No.","[""∀x (passing_unit_test(x) → requires_rollback_hold(x))"", ""∀x (requires_rollback_hold(x) → ¬(can_be_shipped_to_devices(x) ∧ ¬reviewed(x)))"", ""passing_unit_test(firmware_build_tundra_5)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x (passing_unit_test(x) → requires_rollback_hold(x))"", ""Rule: ∀x (requires_rollback_hold(x) → ¬(can_be_shipped_to_devices(x) ∧ ¬reviewed(x)))"", ""Fact: passing_unit_test(firmware_build_tundra_5)"", ""Derive: passing_unit_test(firmware_build_tundra_5) ⟹ requires_rollback_hold(firmware_build_tundra_5) [modus ponens]"", ""Derive: requires_rollback_hold(firmware_build_tundra_5) ⟹ ¬(can_be_shipped_to_devices(firmware_build_tundra_5) ∧ ¬reviewed(firmware_build_tundra_5)) [modus ponens]"", ""Conclusion: the premises do not establish can_be_shipped_to_devices(firmware_build_tundra_5) ⟹ No""]}",train
SYN_firmware_b_NO_COUNTER,0,1,Are all builds staging-ready?,"[""Every build has a passing unit test."", ""There exists a build that is not staging-ready."", ""If a build has a passing unit test and a security scan, then it is staging-ready.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,Premise 1 states there exists a build that is not staging-ready. This is a direct counterexample to the claim that all builds are staging-ready; the answer is No.,"[""∀x passing_unit_test(x)"", ""∃x ¬staging_ready(x)"", ""∀x ((passing_unit_test(x) ∧ security_scan(x)) → staging_ready(x))""]",[1],"{""type"": ""fol"", ""steps"": [""Fact: ∃x ¬staging_ready(x)"", ""Derive: a build that is not staging_ready exists ⟹ ¬∀x staging_ready(x)"", ""Conclusion: not all builds are staging_ready ⟹ No""]}",train
SYN_enrollee_r_UNC_MISSING,0,4,Do the premises establish that enrollee Ramos is cohort-listed?,"[""If a enrollee has a signed consent and a baseline screening, then it is intake-ready."", ""If a enrollee is intake-ready and has an eligibility check, then it is cohort-listed."", ""Enrollee Ramos has a signed consent."", ""Enrollee Ramos has a baseline screening."", ""Enrollee Ramos has a contact card.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"By premise 2 (enrollee Ramos has a signed consent) and premise 3 (enrollee Ramos has a baseline screening), premise 0 gives that enrollee Ramos is intake-ready. Premise 1 makes being cohort-listed also require an eligibility check, but no premise states whether enrollee Ramos has an eligibility check, so it is unknown. Therefore being cohort-listed can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((signed_consent(x) ∧ baseline_screening(x)) → intake_ready(x))"", ""∀x ((intake_ready(x) ∧ eligibility_check(x)) → cohort_listed(x))"", ""signed_consent(enrollee_ramos)"", ""baseline_screening(enrollee_ramos)"", ""contact_card(enrollee_ramos)""]","[0, 1, 2, 3]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((signed_consent(x) ∧ baseline_screening(x)) → intake_ready(x))"", ""Rule: ∀x ((intake_ready(x) ∧ eligibility_check(x)) → cohort_listed(x))"", ""Fact: signed_consent(enrollee_ramos)"", ""Fact: baseline_screening(enrollee_ramos)"", ""Derive: signed_consent(enrollee_ramos) ∧ baseline_screening(enrollee_ramos) ⟹ intake_ready(enrollee_ramos) [modus ponens]"", ""Derive: eligibility_check(enrollee_ramos) is not asserted by any premise ⟹ Unknown"", ""Conclusion: cohort_listed(enrollee_ramos) can be neither proven nor refuted ⟹ Uncertain""]}",train
SYN_enrollee_r_UNC_EPIST,0,1,Does enrollee Ramos have a travel stipend?,"[""If a enrollee has a signed consent and a baseline screening, then it is intake-ready."", ""Enrollee Ramos has a signed consent."", ""Enrollee Ramos has a baseline screening."", ""No premise states whether enrollee Ramos has a travel stipend.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"The question asks whether enrollee Ramos has a travel stipend. No rule concludes it and no fact asserts it; premise 3 states that no premise establishes whether enrollee Ramos has a travel stipend, so it is unknown. It can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((signed_consent(x) ∧ baseline_screening(x)) → intake_ready(x))"", ""signed_consent(enrollee_ramos)"", ""baseline_screening(enrollee_ramos)"", ""[UNCERTAIN] No premise states whether enrollee Ramos has a travel stipend.""]",[3],"{""type"": ""fol"", ""steps"": [""Fact: premise 3 states travel_stipend(enrollee_ramos) is unknown"", ""Derive: no rule or fact establishes travel_stipend(enrollee_ramos) ⟹ Unknown"", ""Conclusion: travel_stipend(enrollee_ramos) is undetermined ⟹ Uncertain""]}",train
SYN_enrollee_r_NO_BLOCKED,0,3,Can enrollee Ramos begin the program?,"[""If a enrollee has a signed consent and a baseline screening, then it can begin the program."", ""Enrollee Ramos has a signed consent."", ""Enrollee Ramos lacks a baseline screening.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"Premise 0 requires both a signed consent and a baseline screening to begin the program. By premise 1, enrollee Ramos has a signed consent, but premise 2 states enrollee Ramos lacks a baseline screening. A required condition is explicitly false, so enrollee Ramos cannot begin the program; the answer is No.","[""∀x ((signed_consent(x) ∧ baseline_screening(x)) → can_begin_the_program(x))"", ""signed_consent(enrollee_ramos)"", ""¬baseline_screening(enrollee_ramos)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((signed_consent(x) ∧ baseline_screening(x)) → can_begin_the_program(x))"", ""Fact: signed_consent(enrollee_ramos)"", ""Fact: ¬baseline_screening(enrollee_ramos)"", ""Derive: ¬baseline_screening(enrollee_ramos) makes the antecedent false ⟹ can_begin_the_program(enrollee_ramos) not derivable"", ""Conclusion: ¬can_begin_the_program(enrollee_ramos) ⟹ No""]}",train
SYN_enrollee_r_NO_CONTRA,0,3,Do the premises establish that enrollee Ramos should begin the program?,"[""If a enrollee has a signed consent, then it requires a safety review."", ""If a enrollee requires a safety review, then it should not begin the program without review."", ""Enrollee Ramos has a signed consent.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"By premise 2 (enrollee Ramos has a signed consent) and premise 0, enrollee Ramos requires a safety review. Premise 1 then states enrollee Ramos should not begin the program without review. Therefore the premises do not establish that enrollee Ramos should begin the program; the answer is No.","[""∀x (signed_consent(x) → requires_safety_review(x))"", ""∀x (requires_safety_review(x) → ¬(can_begin_the_program(x) ∧ ¬reviewed(x)))"", ""signed_consent(enrollee_ramos)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x (signed_consent(x) → requires_safety_review(x))"", ""Rule: ∀x (requires_safety_review(x) → ¬(can_begin_the_program(x) ∧ ¬reviewed(x)))"", ""Fact: signed_consent(enrollee_ramos)"", ""Derive: signed_consent(enrollee_ramos) ⟹ requires_safety_review(enrollee_ramos) [modus ponens]"", ""Derive: requires_safety_review(enrollee_ramos) ⟹ ¬(can_begin_the_program(enrollee_ramos) ∧ ¬reviewed(enrollee_ramos)) [modus ponens]"", ""Conclusion: the premises do not establish can_begin_the_program(enrollee_ramos) ⟹ No""]}",train
SYN_enrollee_r_NO_COUNTER,0,1,Are all enrollees intake-ready?,"[""Every enrollee has a signed consent."", ""There exists a enrollee that is not intake-ready."", ""If a enrollee has a signed consent and a baseline screening, then it is intake-ready.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,Premise 1 states there exists a enrollee that is not intake-ready. This is a direct counterexample to the claim that all enrollees are intake-ready; the answer is No.,"[""∀x signed_consent(x)"", ""∃x ¬intake_ready(x)"", ""∀x ((signed_consent(x) ∧ baseline_screening(x)) → intake_ready(x))""]",[1],"{""type"": ""fol"", ""steps"": [""Fact: ∃x ¬intake_ready(x)"", ""Derive: a enrollee that is not intake_ready exists ⟹ ¬∀x intake_ready(x)"", ""Conclusion: not all enrollees are intake_ready ⟹ No""]}",train
SYN_permit_cob_UNC_MISSING,0,4,Do the premises establish that permit Cobalt-4 is registry-listed?,"[""If a permit has a site plan and a fire-safety sign-off, then it is filing-ready."", ""If a permit is filing-ready and has a paid fee, then it is registry-listed."", ""Permit Cobalt-4 has a site plan."", ""Permit Cobalt-4 has a fire-safety sign-off."", ""Permit Cobalt-4 has a zoning note.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"By premise 2 (permit Cobalt-4 has a site plan) and premise 3 (permit Cobalt-4 has a fire-safety sign-off), premise 0 gives that permit Cobalt-4 is filing-ready. Premise 1 makes being registry-listed also require a paid fee, but no premise states whether permit Cobalt-4 has a paid fee, so it is unknown. Therefore being registry-listed can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((site_plan(x) ∧ fire_safety_sign_off(x)) → filing_ready(x))"", ""∀x ((filing_ready(x) ∧ paid_fee(x)) → registry_listed(x))"", ""site_plan(permit_cobalt_4)"", ""fire_safety_sign_off(permit_cobalt_4)"", ""zoning_note(permit_cobalt_4)""]","[0, 1, 2, 3]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((site_plan(x) ∧ fire_safety_sign_off(x)) → filing_ready(x))"", ""Rule: ∀x ((filing_ready(x) ∧ paid_fee(x)) → registry_listed(x))"", ""Fact: site_plan(permit_cobalt_4)"", ""Fact: fire_safety_sign_off(permit_cobalt_4)"", ""Derive: site_plan(permit_cobalt_4) ∧ fire_safety_sign_off(permit_cobalt_4) ⟹ filing_ready(permit_cobalt_4) [modus ponens]"", ""Derive: paid_fee(permit_cobalt_4) is not asserted by any premise ⟹ Unknown"", ""Conclusion: registry_listed(permit_cobalt_4) can be neither proven nor refuted ⟹ Uncertain""]}",train
SYN_permit_cob_UNC_EPIST,0,1,Does permit Cobalt-4 have a historic-district exemption?,"[""If a permit has a site plan and a fire-safety sign-off, then it is filing-ready."", ""Permit Cobalt-4 has a site plan."", ""Permit Cobalt-4 has a fire-safety sign-off."", ""No premise states whether permit Cobalt-4 has a historic-district exemption.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"The question asks whether permit Cobalt-4 has a historic-district exemption. No rule concludes it and no fact asserts it; premise 3 states that no premise establishes whether permit Cobalt-4 has a historic-district exemption, so it is unknown. It can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((site_plan(x) ∧ fire_safety_sign_off(x)) → filing_ready(x))"", ""site_plan(permit_cobalt_4)"", ""fire_safety_sign_off(permit_cobalt_4)"", ""[UNCERTAIN] No premise states whether permit Cobalt-4 has a historic-district exemption.""]",[3],"{""type"": ""fol"", ""steps"": [""Fact: premise 3 states historic_district_exemption(permit_cobalt_4) is unknown"", ""Derive: no rule or fact establishes historic_district_exemption(permit_cobalt_4) ⟹ Unknown"", ""Conclusion: historic_district_exemption(permit_cobalt_4) is undetermined ⟹ Uncertain""]}",train
SYN_permit_cob_NO_BLOCKED,0,3,Can permit Cobalt-4 be issued?,"[""If a permit has a site plan and a fire-safety sign-off, then it can be issued."", ""Permit Cobalt-4 has a site plan."", ""Permit Cobalt-4 lacks a fire-safety sign-off.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"Premise 0 requires both a site plan and a fire-safety sign-off to be issued. By premise 1, permit Cobalt-4 has a site plan, but premise 2 states permit Cobalt-4 lacks a fire-safety sign-off. A required condition is explicitly false, so permit Cobalt-4 cannot be issued; the answer is No.","[""∀x ((site_plan(x) ∧ fire_safety_sign_off(x)) → can_be_issued(x))"", ""site_plan(permit_cobalt_4)"", ""¬fire_safety_sign_off(permit_cobalt_4)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((site_plan(x) ∧ fire_safety_sign_off(x)) → can_be_issued(x))"", ""Fact: site_plan(permit_cobalt_4)"", ""Fact: ¬fire_safety_sign_off(permit_cobalt_4)"", ""Derive: ¬fire_safety_sign_off(permit_cobalt_4) makes the antecedent false ⟹ can_be_issued(permit_cobalt_4) not derivable"", ""Conclusion: ¬can_be_issued(permit_cobalt_4) ⟹ No""]}",train
SYN_permit_cob_NO_CONTRA,0,3,Do the premises establish that permit Cobalt-4 should be issued?,"[""If a permit has a site plan, then it requires a compliance hold."", ""If a permit requires a compliance hold, then it should not be issued without review."", ""Permit Cobalt-4 has a site plan.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"By premise 2 (permit Cobalt-4 has a site plan) and premise 0, permit Cobalt-4 requires a compliance hold. Premise 1 then states permit Cobalt-4 should not be issued without review. Therefore the premises do not establish that permit Cobalt-4 should be issued; the answer is No.","[""∀x (site_plan(x) → requires_compliance_hold(x))"", ""∀x (requires_compliance_hold(x) → ¬(can_be_issued(x) ∧ ¬reviewed(x)))"", ""site_plan(permit_cobalt_4)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x (site_plan(x) → requires_compliance_hold(x))"", ""Rule: ∀x (requires_compliance_hold(x) → ¬(can_be_issued(x) ∧ ¬reviewed(x)))"", ""Fact: site_plan(permit_cobalt_4)"", ""Derive: site_plan(permit_cobalt_4) ⟹ requires_compliance_hold(permit_cobalt_4) [modus ponens]"", ""Derive: requires_compliance_hold(permit_cobalt_4) ⟹ ¬(can_be_issued(permit_cobalt_4) ∧ ¬reviewed(permit_cobalt_4)) [modus ponens]"", ""Conclusion: the premises do not establish can_be_issued(permit_cobalt_4) ⟹ No""]}",train
SYN_permit_cob_NO_COUNTER,0,1,Are all permits filing-ready?,"[""Every permit has a site plan."", ""There exists a permit that is not filing-ready."", ""If a permit has a site plan and a fire-safety sign-off, then it is filing-ready.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,Premise 1 states there exists a permit that is not filing-ready. This is a direct counterexample to the claim that all permits are filing-ready; the answer is No.,"[""∀x site_plan(x)"", ""∃x ¬filing_ready(x)"", ""∀x ((site_plan(x) ∧ fire_safety_sign_off(x)) → filing_ready(x))""]",[1],"{""type"": ""fol"", ""steps"": [""Fact: ∃x ¬filing_ready(x)"", ""Derive: a permit that is not filing_ready exists ⟹ ¬∀x filing_ready(x)"", ""Conclusion: not all permits are filing_ready ⟹ No""]}",train
SYN_apprentice_UNC_MISSING,0,4,Do the premises establish that apprentice Noor is roster-listed?,"[""If a apprentice has a completed orientation and a mentor assignment, then it is floor-ready."", ""If a apprentice is floor-ready and has a tools checkout, then it is roster-listed."", ""Apprentice Noor has a completed orientation."", ""Apprentice Noor has a mentor assignment."", ""Apprentice Noor has a locker.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"By premise 2 (apprentice Noor has a completed orientation) and premise 3 (apprentice Noor has a mentor assignment), premise 0 gives that apprentice Noor is floor-ready. Premise 1 makes being roster-listed also require a tools checkout, but no premise states whether apprentice Noor has a tools checkout, so it is unknown. Therefore being roster-listed can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((completed_orientation(x) ∧ mentor_assignment(x)) → floor_ready(x))"", ""∀x ((floor_ready(x) ∧ tools_checkout(x)) → roster_listed(x))"", ""completed_orientation(apprentice_noor)"", ""mentor_assignment(apprentice_noor)"", ""locker(apprentice_noor)""]","[0, 1, 2, 3]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((completed_orientation(x) ∧ mentor_assignment(x)) → floor_ready(x))"", ""Rule: ∀x ((floor_ready(x) ∧ tools_checkout(x)) → roster_listed(x))"", ""Fact: completed_orientation(apprentice_noor)"", ""Fact: mentor_assignment(apprentice_noor)"", ""Derive: completed_orientation(apprentice_noor) ∧ mentor_assignment(apprentice_noor) ⟹ floor_ready(apprentice_noor) [modus ponens]"", ""Derive: tools_checkout(apprentice_noor) is not asserted by any premise ⟹ Unknown"", ""Conclusion: roster_listed(apprentice_noor) can be neither proven nor refuted ⟹ Uncertain""]}",dev
SYN_apprentice_UNC_EPIST,0,1,Does apprentice Noor have a forklift license?,"[""If a apprentice has a completed orientation and a mentor assignment, then it is floor-ready."", ""Apprentice Noor has a completed orientation."", ""Apprentice Noor has a mentor assignment."", ""No premise states whether apprentice Noor has a forklift license.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"The question asks whether apprentice Noor has a forklift license. No rule concludes it and no fact asserts it; premise 3 states that no premise establishes whether apprentice Noor has a forklift license, so it is unknown. It can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((completed_orientation(x) ∧ mentor_assignment(x)) → floor_ready(x))"", ""completed_orientation(apprentice_noor)"", ""mentor_assignment(apprentice_noor)"", ""[UNCERTAIN] No premise states whether apprentice Noor has a forklift license.""]",[3],"{""type"": ""fol"", ""steps"": [""Fact: premise 3 states forklift_license(apprentice_noor) is unknown"", ""Derive: no rule or fact establishes forklift_license(apprentice_noor) ⟹ Unknown"", ""Conclusion: forklift_license(apprentice_noor) is undetermined ⟹ Uncertain""]}",dev
SYN_apprentice_NO_BLOCKED,0,3,Can apprentice Noor start unsupervised shifts?,"[""If a apprentice has a completed orientation and a mentor assignment, then it can start unsupervised shifts."", ""Apprentice Noor has a completed orientation."", ""Apprentice Noor lacks a mentor assignment.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"Premise 0 requires both a completed orientation and a mentor assignment to start unsupervised shifts. By premise 1, apprentice Noor has a completed orientation, but premise 2 states apprentice Noor lacks a mentor assignment. A required condition is explicitly false, so apprentice Noor cannot start unsupervised shifts; the answer is No.","[""∀x ((completed_orientation(x) ∧ mentor_assignment(x)) → can_start_unsupervised_shifts(x))"", ""completed_orientation(apprentice_noor)"", ""¬mentor_assignment(apprentice_noor)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((completed_orientation(x) ∧ mentor_assignment(x)) → can_start_unsupervised_shifts(x))"", ""Fact: completed_orientation(apprentice_noor)"", ""Fact: ¬mentor_assignment(apprentice_noor)"", ""Derive: ¬mentor_assignment(apprentice_noor) makes the antecedent false ⟹ can_start_unsupervised_shifts(apprentice_noor) not derivable"", ""Conclusion: ¬can_start_unsupervised_shifts(apprentice_noor) ⟹ No""]}",dev
SYN_apprentice_NO_CONTRA,0,3,Do the premises establish that apprentice Noor should start unsupervised shifts?,"[""If a apprentice has a completed orientation, then it requires a probation review."", ""If a apprentice requires a probation review, then it should not start unsupervised shifts without review."", ""Apprentice Noor has a completed orientation.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"By premise 2 (apprentice Noor has a completed orientation) and premise 0, apprentice Noor requires a probation review. Premise 1 then states apprentice Noor should not start unsupervised shifts without review. Therefore the premises do not establish that apprentice Noor should start unsupervised shifts; the answer is No.","[""∀x (completed_orientation(x) → requires_probation_review(x))"", ""∀x (requires_probation_review(x) → ¬(can_start_unsupervised_shifts(x) ∧ ¬reviewed(x)))"", ""completed_orientation(apprentice_noor)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x (completed_orientation(x) → requires_probation_review(x))"", ""Rule: ∀x (requires_probation_review(x) → ¬(can_start_unsupervised_shifts(x) ∧ ¬reviewed(x)))"", ""Fact: completed_orientation(apprentice_noor)"", ""Derive: completed_orientation(apprentice_noor) ⟹ requires_probation_review(apprentice_noor) [modus ponens]"", ""Derive: requires_probation_review(apprentice_noor) ⟹ ¬(can_start_unsupervised_shifts(apprentice_noor) ∧ ¬reviewed(apprentice_noor)) [modus ponens]"", ""Conclusion: the premises do not establish can_start_unsupervised_shifts(apprentice_noor) ⟹ No""]}",dev
SYN_apprentice_NO_COUNTER,0,1,Are all apprentices floor-ready?,"[""Every apprentice has a completed orientation."", ""There exists a apprentice that is not floor-ready."", ""If a apprentice has a completed orientation and a mentor assignment, then it is floor-ready.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,Premise 1 states there exists a apprentice that is not floor-ready. This is a direct counterexample to the claim that all apprentices are floor-ready; the answer is No.,"[""∀x completed_orientation(x)"", ""∃x ¬floor_ready(x)"", ""∀x ((completed_orientation(x) ∧ mentor_assignment(x)) → floor_ready(x))""]",[1],"{""type"": ""fol"", ""steps"": [""Fact: ∃x ¬floor_ready(x)"", ""Derive: a apprentice that is not floor_ready exists ⟹ ¬∀x floor_ready(x)"", ""Conclusion: not all apprentices are floor_ready ⟹ No""]}",dev
SYN_shipment_s_UNC_MISSING,0,4,Do the premises establish that shipment Saffron-2 is ledger-listed?,"[""If a shipment has a cold-chain log and an invoice, then it is transit-ready."", ""If a shipment is transit-ready and has a recipient signature, then it is ledger-listed."", ""Shipment Saffron-2 has a cold-chain log."", ""Shipment Saffron-2 has an invoice."", ""Shipment Saffron-2 has a tracking tag.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"By premise 2 (shipment Saffron-2 has a cold-chain log) and premise 3 (shipment Saffron-2 has an invoice), premise 0 gives that shipment Saffron-2 is transit-ready. Premise 1 makes being ledger-listed also require a recipient signature, but no premise states whether shipment Saffron-2 has a recipient signature, so it is unknown. Therefore being ledger-listed can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((cold_chain_log(x) ∧ invoice(x)) → transit_ready(x))"", ""∀x ((transit_ready(x) ∧ recipient_signature(x)) → ledger_listed(x))"", ""cold_chain_log(shipment_saffron_2)"", ""invoice(shipment_saffron_2)"", ""tracking_tag(shipment_saffron_2)""]","[0, 1, 2, 3]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((cold_chain_log(x) ∧ invoice(x)) → transit_ready(x))"", ""Rule: ∀x ((transit_ready(x) ∧ recipient_signature(x)) → ledger_listed(x))"", ""Fact: cold_chain_log(shipment_saffron_2)"", ""Fact: invoice(shipment_saffron_2)"", ""Derive: cold_chain_log(shipment_saffron_2) ∧ invoice(shipment_saffron_2) ⟹ transit_ready(shipment_saffron_2) [modus ponens]"", ""Derive: recipient_signature(shipment_saffron_2) is not asserted by any premise ⟹ Unknown"", ""Conclusion: ledger_listed(shipment_saffron_2) can be neither proven nor refuted ⟹ Uncertain""]}",dev
SYN_shipment_s_UNC_EPIST,0,1,Does shipment Saffron-2 have an insurance rider?,"[""If a shipment has a cold-chain log and an invoice, then it is transit-ready."", ""Shipment Saffron-2 has a cold-chain log."", ""Shipment Saffron-2 has an invoice."", ""No premise states whether shipment Saffron-2 has an insurance rider.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"The question asks whether shipment Saffron-2 has an insurance rider. No rule concludes it and no fact asserts it; premise 3 states that no premise establishes whether shipment Saffron-2 has an insurance rider, so it is unknown. It can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((cold_chain_log(x) ∧ invoice(x)) → transit_ready(x))"", ""cold_chain_log(shipment_saffron_2)"", ""invoice(shipment_saffron_2)"", ""[UNCERTAIN] No premise states whether shipment Saffron-2 has an insurance rider.""]",[3],"{""type"": ""fol"", ""steps"": [""Fact: premise 3 states insurance_rider(shipment_saffron_2) is unknown"", ""Derive: no rule or fact establishes insurance_rider(shipment_saffron_2) ⟹ Unknown"", ""Conclusion: insurance_rider(shipment_saffron_2) is undetermined ⟹ Uncertain""]}",dev
SYN_shipment_s_NO_BLOCKED,0,3,Can shipment Saffron-2 be released for delivery?,"[""If a shipment has a cold-chain log and an invoice, then it can be released for delivery."", ""Shipment Saffron-2 has a cold-chain log."", ""Shipment Saffron-2 lacks an invoice.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"Premise 0 requires both a cold-chain log and an invoice to be released for delivery. By premise 1, shipment Saffron-2 has a cold-chain log, but premise 2 states shipment Saffron-2 lacks an invoice. A required condition is explicitly false, so shipment Saffron-2 cannot be released for delivery; the answer is No.","[""∀x ((cold_chain_log(x) ∧ invoice(x)) → can_be_released_for_delivery(x))"", ""cold_chain_log(shipment_saffron_2)"", ""¬invoice(shipment_saffron_2)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((cold_chain_log(x) ∧ invoice(x)) → can_be_released_for_delivery(x))"", ""Fact: cold_chain_log(shipment_saffron_2)"", ""Fact: ¬invoice(shipment_saffron_2)"", ""Derive: ¬invoice(shipment_saffron_2) makes the antecedent false ⟹ can_be_released_for_delivery(shipment_saffron_2) not derivable"", ""Conclusion: ¬can_be_released_for_delivery(shipment_saffron_2) ⟹ No""]}",dev
