record_id,q_idx,n_premises_nl,n_premises_used,premise_use_ratio,question,answer,answer_norm,is_mcq,is_yn,is_open,exp_words,n_cited_in_exp,cite_subset,has_numeric
93,1,17,3,0.17647058823529413,"According to the premises, is the following statement true?
Statement: If all students must complete assignments and if a student completes assignments, they will pass the exams, then all students will pass the exams.",No,No,False,True,False,83,4,True,False
94,0,16,2,0.125,"Based on the premises, which statement can be logically inferred?
A. If all students pass the test and if a student passing the test implies they have studied, then all students have studied.
B. If all students pass the test and if a student passing the test implies they have studied, then not all students have studied.
C. If all students pass the test and if a student passing the test implies they have studied, then some students have not studied.
D. If all students pass the test and if a student passing the test implies they have studied, then no students have studied.",Unknown,Unknown,True,False,False,50,2,True,False
94,1,16,2,0.125,"According to the premises, is the following statement true?
Statement: 'If all students pass the test and if a student passing the test implies they have studied, then all students have studied.'",No,No,False,True,False,50,2,True,False
95,0,12,3,0.25,"Based on the above premises, which of the following statements can be inferred?
A. If there exists at least one student who submits assignments and if at least one student submits assignments, then this is always true, then the statement 'If at least one student submits assignments, then this is always true' holds.
B. If there exists at least one student who submits assignments and if at least one student submits assignments, then this is always true, then the statement 'If at least one student submits assignments, then this is always true' does not hold.
C. If there exists at least one student who submits assignments and if at least one student submits assignments, then this is always true, then the statement 'If at least one student submits assignments, then this is always true' holds in some cases but not all.
D. If there exists at least one student who submits assignments and if at least one student submits assignments, then this is always true, then the statement 'If at least one student submits assignments, then this is always true' is both true and false at the same time.",Unknown,Unknown,True,False,False,119,5,True,True
95,1,12,3,0.25,"Based on the above premises, is the following statement true?
Statement: If there exists at least one student who submits assignments and if at least one student submits assignments, then this is always true, then the statement 'If at least one student submits assignments, then this is always true' holds.",No,No,False,True,False,119,5,True,True
96,0,14,3,0.21428571428571427,"Based on the above premises, which of the following statements can be inferred?
A. If all students qualifying for advanced placement must have high academic performance and if this ensures coursework completion, then students who qualify for advanced placement must have completed their coursework.
B. If all students qualifying for advanced placement must have high academic performance and if this ensures coursework completion, then students who qualify for advanced placement may not have completed their coursework.
C. If all students qualifying for advanced placement must have high academic performance and if this ensures coursework completion, then some students who qualify for advanced placement must have completed their coursework.
D. If all students qualifying for advanced placement must have high academic performance and if this ensures coursework completion, then students who qualify for advanced placement have both completed and not completed their coursework.",Unknown,Unknown,True,False,False,131,5,True,False
96,1,14,3,0.21428571428571427,"Based on the above premises, is the following statement true?
Statement: If all students have high academic performance and if a student qualifies for an advanced placement class, then they must have completed their coursework.",No,No,False,True,False,112,5,True,False
97,0,10,3,0.3,"Based on the above premises, which statement can be inferred?
A. If all students must comply with the university's rules and regulations and students who do not comply with the rules will be subject to disciplinary action, then all students must complete the mandatory courses in the curriculum.
B. If all students must comply with the university's rules and regulations and students who do not comply with the rules will be subject to disciplinary action, then all students do not need to complete the mandatory courses in the curriculum.
C. If all students must comply with the university's rules and regulations and students who do not comply with the rules will be subject to disciplinary action, then some students must complete the mandatory courses in the curriculum.
D. If all students must comply with the university's rules and regulations and students who do not comply with the rules will be subject to disciplinary action, then no students must complete the mandatory courses in the curriculum.",Unknown,Unknown,True,False,False,123,4,True,False
97,1,10,2,0.2,"Based on the above premises, is the following statement true?
Statement: If all students must complete the mandatory courses in the curriculum, then students who do not complete the mandatory courses will not be eligible for graduation.",No,No,False,True,False,102,3,True,False
98,0,16,3,0.1875,"Based on the above premises, which statement can be inferred?
A. If at least one student has received a scholarship and if failing to follow academic policies results in no scholarship, then failing to follow academic policies prevents students from receiving scholarships.
B. If at least one student has received a scholarship and if failing to follow academic policies results in no scholarship, then failing to follow academic policies does not prevent students from receiving scholarships.
C. If at least one student has received a scholarship and if failing to follow academic policies results in no scholarship, then failing to follow academic policies sometimes prevents students from receiving scholarships.
D. If at least one student has received a scholarship and if failing to follow academic policies results in no scholarship, then failing to follow academic policies prevents students from receiving scholarships in some cases but not all.",Unknown,Unknown,True,False,False,129,5,True,True
98,1,16,3,0.1875,"Based on the above premises, is the following statement true?
Statement: If at least one student has received a scholarship and if failing to follow academic policies results in no scholarship, then at least one student follows the university’s academic policies.",No,No,False,True,False,144,6,False,True
99,0,14,4,0.2857142857142857,"Based on the above premises, which statement can be inferred?
A. If at least one student has achieved outstanding academic performance and if having at least one student achieve outstanding academic performance leads to at least one student receiving a scholarship, then all students must comply with the examination regulations.
B. If at least one student has achieved outstanding academic performance and if having at least one student achieve outstanding academic performance leads to at least one student receiving a scholarship, then not all students must comply with the examination regulations.
C. If at least one student has achieved outstanding academic performance and if having at least one student achieve outstanding academic performance leads to at least one student receiving a scholarship, then some students must comply with the examination regulations.
D. If at least one student has achieved outstanding academic performance and if having at least one student achieve outstanding academic performance leads to at least one student receiving a scholarship, then no students must comply with the examination regulations.",Unknown,Unknown,True,False,False,162,5,True,True
99,1,14,3,0.21428571428571427,"Based on the above premises, is the following statement true?
Statement: If at least one student has been found violating the examination regulations and if a student violates the examination regulations, they will be subject to disciplinary action, then the university will take disciplinary action.",No,No,False,True,False,127,5,True,True
100,0,16,4,0.25,"Based on the premises, which of the following conclusions is correct?
A. If at least one student participates in an academic competition and if joining the research group requires contributing to a published paper, then at least one student must be involved in research, and this leads to contributing to at least one published paper.
B. If at least one student participates in an academic competition and if joining the research group requires contributing to a published paper, then at least one student must be involved in research, and this leads to not contributing to at least one published paper.
C. If at least one student participates in an academic competition and if joining the research group requires contributing to a published paper, then at least one student must be involved in research, and this leads to sometimes contributing to at least one published paper.
D. If at least one student participates in an academic competition and if joining the research group requires contributing to a published paper, then at least one student must be involved in research, and this leads to contributing to at least one published paper in some cases but not all.",Unknown,Unknown,True,False,False,185,5,True,True
100,1,16,4,0.25,"According to the premises, is the following statement true?
Statement: If a student attends all lectures and submits assignments on time, then they will pass the course, but attending lectures alone is not sufficient to pass the course.",No,No,False,True,False,159,6,True,False
101,0,13,3,0.23076923076923078,"Based on the premises, which of the following statements is correct?
A. If at least one student who received a full scholarship has participated in research and if research participation improves scholarship chances, then at least one research student has a scholarship.
B. If at least one student who received a full scholarship has participated in research and if research participation improves scholarship chances, then at least one research student does not have a scholarship.
C. If at least one student who received a full scholarship has participated in research and if research participation improves scholarship chances, then some research students have scholarships while others do not.
D. If at least one student who received a full scholarship has participated in research and if research participation improves scholarship chances, then at least one research student has a scholarship in some cases but not all.",Unknown,Unknown,True,False,False,125,5,True,True
101,1,13,3,0.23076923076923078,"According to the premises, is the following statement true?
Statement: If there exists at least one student who has received a full scholarship and at least one student who has lost a scholarship due to a GPA drop, then a student who has received a full scholarship must have demonstrated academic excellence.",No,No,False,True,False,140,4,True,True
102,0,10,4,0.4,"Based on the rules above, which of the following statements is true?
A. If a student does not follow the school rules and if a student violates the school rules, they will be disciplined and banned from extracurricular activities, and if a student does not follow the dress code, they will be asked to change their clothes.
B. If a student does not follow the school rules and if a student violates the school rules, they will not be disciplined and banned from extracurricular activities, and if a student does not follow the dress code, they will be asked to change their clothes.
C. If a student does not follow the school rules and if a student violates the school rules, they will be disciplined and banned from extracurricular activities, and if a student does not follow the dress code, they will not be asked to change their clothes.
D. If a student does not follow the school rules and if a student violates the school rules, they will be disciplined and banned from extracurricular activities, and if a student does not follow the dress code, they will be asked to change their clothes in some cases but not all.",Unknown,Unknown,True,False,False,180,7,True,False
102,1,10,2,0.2,"Based on the rules above, is the following statement true?
Statement: If there exists at least one student who has been disciplined for violating the school rules, then a student who violates the traffic safety rules will be fined according to the school's regulations.",No,No,False,True,False,112,3,True,True
103,0,13,2,0.15384615384615385,"Based on the premises above, which statement can be inferred?
A. 'If a student participates in extracurricular activities and completes assignments, they will receive points and gain additional points.'
B. 'If a student does not complete assignments and does not follow the attendance policy, they will lose points and lose participation points.'
C. 'If a student participates in extracurricular activities and violates the school policy on mobile phones, they will gain additional points and receive a warning.'
D. 'If a student participates in group projects and completes their final project, they will be penalized and eligible for extra participation points.'",B,MCQ_B,True,False,False,64,2,True,False
103,1,13,2,0.15384615384615385,"Based on the premises above, is the following statement true?
Statement: 'If a student violates the school policy on mobile phones, the student will receive a warning and be penalized.'",No,No,False,True,False,64,2,True,False
104,0,12,3,0.25,"Based on the above premises, which statement can be inferred?
A. 'If a student participates in extracurricular activities and follows the attendance policy, they will gain extra credit and be eligible for participation points.'
B. 'If a student does not complete assignments and does not follow the study plan, they will not pass the exam and not be eligible for extra credit.'
C. 'If a student participates in group projects and does not follow the attendance policy, they will gain extra credit and lose participation points.'
D. 'If a student follows the study plan and completes assignments, they will pass the exam and not be eligible for extra credit.'",B,MCQ_B,True,False,False,96,4,True,True
104,1,12,2,0.16666666666666666,"Based on the above premises, is the statement true?
Statement: 'If a student does not complete assignments and does not follow the study plan, they will not pass the exam and not be eligible for extra credit.'",No,No,False,False,True,76,4,True,True
105,0,7,2,0.2857142857142857,Do all students graduate?,Yes,Yes,False,False,True,37,3,True,False
105,1,7,2,0.2857142857142857,Are all students enrolled in an advanced seminar?,Yes,Yes,False,False,True,48,3,True,False
106,0,6,2,0.3333333333333333,Do all individuals ask questions?,Unknown,Unknown,False,False,True,41,2,True,False
106,1,6,2,0.3333333333333333,Are all individuals skilled?,Unknown,Unknown,False,False,True,38,2,True,False
107,0,7,1,0.14285714285714285,Do all students participate in extracurricular activities?,Unknown,Unknown,False,False,True,26,1,True,False
107,1,7,3,0.42857142857142855,Are all students part of a research group?,Unknown,Unknown,False,False,True,46,3,True,False
108,0,7,3,0.42857142857142855,"Based on the above premises, which statement can be inferred?
A. ((ForAll(x, ResearchProject(x)) → (ForAll(x, Extracurricular(x)) → (Enrolled(x) → Resources(x)))) ∧ ¬(ForAll(x, ResearchProject(x)) → (ForAll(x, Extracurricular(x)) → (Enrolled(x) → Resources(x))))
B. ((ForAll(x, ResearchProject(x)) → (ForAll(x, Extracurricular(x)) → (Enrolled(x) → Resources(x)))) → (ForAll(x, ResearchProject(x)) → (ForAll(x, Extracurricular(x)) → (Enrolled(x) → Resources(x))))
C. ¬(ForAll(x, ResearchProject(x)) → (ForAll(x, Extracurricular(x)) → (Enrolled(x) → Resources(x))))
D. (ForAll(x, ResearchProject(x)) → (ForAll(x, Extracurricular(x)) → (Enrolled(x) → Resources(x))))",D,MCQ_D,True,False,False,59,3,True,False
108,1,7,2,0.2857142857142857,"Based on the above premises, is the statement true?
Statement: ForAll(x, ResearchProject(x))",Yes,Yes,False,False,True,46,2,True,False
109,0,7,2,0.2857142857142857,"Based on the above premises, which statement can be inferred?
A. (Exists(x, Enrolled(x)) → ForAll(x, Enrolled(x)))
B. ((Exists(x, Enrolled(x)) → ForAll(x, Enrolled(x))) ∧ ¬(Exists(x, Enrolled(x)) → ForAll(x, Enrolled(x))))
C. ¬(Exists(x, Enrolled(x)) → ForAll(x, Enrolled(x)))
D. ((Exists(x, Enrolled(x)) → ForAll(x, Enrolled(x))) → (Exists(x, Enrolled(x)) → ForAll(x, Enrolled(x))))",A,MCQ_A,True,False,False,52,2,True,False
109,1,7,2,0.2857142857142857,"Based on the above premises, is the statement true?
Statement: (Exists(x, Enrolled(x)) → ForAll(x, Enrolled(x)))",Yes,Yes,False,False,True,33,2,True,False
110,0,7,2,0.2857142857142857,"Based on the above premises, which statement can be inferred?
A. If the lack of motivation leads to not participating in discussions, then all students attending class regularly ensures that attending class implies completing assignments.
B. It is false that if the lack of motivation leads to not participating in discussions, then all students attending class regularly ensures that attending class implies completing assignments.
C. Both statement A and its negation are true at the same time, leading to a contradiction.
D. If the lack of motivation leads to not participating in discussions, then all students attending class regularly ensures that attending class implies completing assignments, and this always holds.",A,MCQ_A,True,False,False,54,2,True,False
110,1,7,2,0.2857142857142857,"Based on the above premises, is the following statement true?
Statement: If a student is not motivated, then they do not participate in discussions.",No,No,False,True,False,39,2,True,False
111,0,7,3,0.42857142857142855,"Based on the premises above, which of the following statements can be logically concluded?
A. ((∀x U(x) → (R(x) → P(x))) ∧ ¬(∀x U(x) → (R(x) → P(x))))
B. ¬(∀x U(x) → (R(x) → P(x)))
C. (∀x U(x) → (R(x) → P(x)))
D. ((∀x U(x) → (R(x) → P(x))) → (∀x U(x) → (R(x) → P(x))))",C,MCQ_C,True,False,False,63,3,True,False
111,1,7,2,0.2857142857142857,"Based on the premises, is the following statement true?
Statement: ∃x U(x)",No,No,False,True,False,41,2,True,False
112,0,7,2,0.2857142857142857,"Based on the above premises, which statement can be inferred?
A. If not doing homework leads to failing the course, then all students attend class regularly.
B. It is false that if not doing homework leads to failing the course, then all students attend class regularly.
C. The statement 'If not doing homework leads to failing the course, then all students attend class regularly' is both true and false simultaneously.
D. The statement 'If not doing homework leads to failing the course, then all students attend class regularly' is a tautology.",A,MCQ_A,True,False,False,59,2,True,False
112,1,7,2,0.2857142857142857,"Based on the above premises, is the following statement true?
Statement: All students complete their homework.",Yes,Yes,False,True,False,32,2,True,False
113,0,7,2,0.2857142857142857,"Based on the above premises, which statement can be inferred?
A. If all students attend class, then at least one student is conducting research.
B. It is false that if all students attend class, then at least one student is conducting research.
C. The statement 'If all students attend class, then at least one student is conducting research' is always true.
D. The statement 'If all students attend class, then at least one student is conducting research' is both true and false at the same time.",A,MCQ_A,True,False,False,48,2,True,True
113,1,7,2,0.2857142857142857,"Based on the above premises, is the following statement true?
Statement: If a student does not do their homework, then they will not attend class.",No,No,False,True,False,45,2,True,False
114,0,7,2,0.2857142857142857,"Based on the above premises, which statement can be inferred?
A. The statement 'If studying leads to passing the exam, then the previous rule (if taking a test leads to passing the exam, then studying also leads to passing the exam) holds' is both true and false at the same time.
B. If the statement 'If studying leads to passing the exam, then the previous rule holds' is true, then it is always true.
C. The statement 'If studying leads to passing the exam, then the previous rule holds' is true.
D. The statement 'If studying leads to passing the exam, then the previous rule holds' is false.",C,MCQ_C,True,False,False,48,2,True,False
114,1,7,2,0.2857142857142857,"Based on the above premises, is the following statement true?
Statement: There exists at least one student who does research.",No,No,False,True,False,40,3,True,True
115,0,7,2,0.2857142857142857,Do all students excel academically?,Unknown,Unknown,False,False,True,39,2,True,False
115,1,7,2,0.2857142857142857,Do all students take advanced courses?,Unknown,Unknown,False,False,True,38,2,True,False
116,0,7,3,0.42857142857142855,Do all students understand the material?,No,No,False,False,True,47,3,True,False
116,1,7,2,0.2857142857142857,Do all students pass?,Unknown,Unknown,False,False,True,45,2,True,False
117,0,7,2,0.2857142857142857,Do all students qualify for the scholarship?,Unknown,Unknown,False,False,True,47,2,True,False
117,1,7,2,0.2857142857142857,Do all students graduate?,Unknown,Unknown,False,False,True,35,2,True,False
118,0,7,3,0.42857142857142855,"Based on the premises above, which statement can be inferred?
A. 'If the statement “If studying leads to understanding, then all students must complete their assignments” holds, but at the same time does not hold, it creates a contradiction.'
B. 'If studying leads to understanding, then at least one student will join a study group.'
C. 'It is not true that if studying leads to understanding, then at least one student will join a study group.'
D. 'If the previous statement is true, then it must be true in all cases where the same reasoning applies.'",Unknown,Unknown,True,False,False,71,6,False,True
118,1,7,3,0.42857142857142855,Do all students join a study group?,Unknown,Unknown,False,False,True,51,3,True,False
119,0,6,2,0.3333333333333333,Are all students ready?,No,No,False,False,True,39,2,True,False
119,1,6,1,0.16666666666666666,Are all students questioning?,Unknown,Unknown,False,False,True,26,1,True,False
120,0,7,2,0.2857142857142857,Does at least one student submit a thesis?,No,No,False,False,True,40,2,True,True
120,1,7,2,0.2857142857142857,Do all students take a qualifying exam?,Unknown,Unknown,False,False,True,56,2,True,False
121,0,7,2,0.2857142857142857,Do all students receive a scholarship?,No,No,False,False,True,42,2,True,False
121,1,7,1,0.14285714285714285,Are all students enrolled in a specific course?,Yes,Yes,False,False,True,21,1,True,False
122,0,6,2,0.3333333333333333,Are all students eligible for a scholarship?,Yes,Yes,False,False,True,44,2,True,False
122,1,6,1,0.16666666666666666,Do all students participate in extracurricular activities?,Unknown,Unknown,False,False,True,27,1,True,False
123,0,6,2,0.3333333333333333,Are all students eligible for a scholarship?,No,No,False,False,True,42,2,True,False
123,1,6,2,0.3333333333333333,Do all students pass the qualifying exam?,Unknown,Unknown,False,False,True,53,2,True,False
124,0,21,2,0.09523809523809523,Have all employees signed the safety compliance form?,No,No,False,False,True,37,2,True,False
124,1,21,2,0.09523809523809523,Have all employees taken the advanced training course?,No,No,False,False,True,37,2,True,False
125,0,15,2,0.13333333333333333,"Based on the above premises, which statement can be inferred?
A. All AI models have sufficient data.
B. All AI models are untrained.
C. If an AI model is trained, then it does not have sufficient data.
D. No AI models use deep learning.",Unknown,Unknown,True,False,False,32,2,True,False
125,1,15,0,0.0,"Based on the above premises, is the following statement true?
Statement: If an AI model performs classification, then it requires training data.",No,No,False,True,False,26,2,False,False
126,0,15,1,0.06666666666666667,"Based on the above premises, which statement can be inferred?
A. If a programmer understands loops, then they understand object-oriented programming.
B. If a programmer does not understand recursion, then they do not understand loops.
C. If a programmer does not study regularly, they will not improve debugging skills.
D. If a programmer does not use functions, then they do not understand modular programming.",Unknown,Unknown,True,False,False,39,2,False,False
126,1,15,2,0.13333333333333333,"Based on the above premises, is the following statement true?
Statement: There exists at least one programmer who understands object-oriented programming.",No,No,False,True,False,32,3,False,True
127,0,17,2,0.11764705882352941,"Based on the above premises, which conclusion is correct?
A. If a student scores above 90%, then they are honored.
B. If a student is honored, then they scored above 90%.
C. If a student is not honored, then they did not receive a certificate of excellence.
D. If a student receives a certificate of excellence, then they have a distinction.",Unknown,Unknown,True,False,False,29,2,True,True
127,1,17,2,0.11764705882352941,"According to the above premises, is the following statement true?
Statement: If a student scores exactly 100%, then they have a high academic standing.",No,No,False,True,False,29,2,True,True
128,0,18,2,0.1111111111111111,"Based on the above premises, which conclusion is correct?
A. If a student completes a final project, then they receive a diploma.
B. If a student completes an internship, then they receive a certificate of excellence.
C. If a student receives a diploma, then they have completed a final project.
D. If a student is eligible for graduation, then they have graduated with distinction.",Unknown,Unknown,True,False,False,33,2,True,False
128,1,18,2,0.1111111111111111,"According to the above premises, is the following statement true?
Statement: If all students must meet the academic requirements, then all students must complete a final project.",No,No,False,True,False,45,2,True,False
129,0,13,2,0.15384615384615385,"Based on the above premises, which conclusion can be inferred?
A. All Python code is optimized.
B. All optimized code is not well-tested.
C. If a Python code is optimized, then it is not well-tested.
D. No Python code follows PEP 8 standards.",Unknown,Unknown,True,False,False,21,2,True,True
129,1,13,0,0.0,"Based on the above premises, is the statement true?
Statement: If a Python code is optimized, then it is well-tested.",No,No,False,False,True,25,1,False,False
130,0,12,1,0.08333333333333333,"Based on the above premises, which statement can be inferred?
A. All stoichiometrically correct reactions are balanced.
B. If a reaction is balanced, then it is not stoichiometrically correct.
C. A reaction is stoichiometrically correct if and only if it is unbalanced.
D. No reaction can follow the law of conservation of mass.",Unknown,Unknown,True,False,False,15,1,True,False
130,1,12,2,0.16666666666666666,"Based on the above premises, is the following statement true?
Statement: If a chemical reaction occurs, then it is balanced.",No,No,False,True,False,28,2,True,False
131,0,11,2,0.18181818181818182,"Based on the above premises, which statement can be inferred?
A. A person gains knowledge if and only if they understand the content.
B. A person gains knowledge if and only if they have read a book.
C. A person who gains knowledge does not necessarily understand the content.
D. A person understands content if and only if they gain wisdom.",Unknown,Unknown,True,False,False,29,2,True,False
131,1,11,1,0.09090909090909091,"Based on the above premises, is the following statement true?
Statement: If a person gains both knowledge and wisdom, they have mastered the content.",No,No,False,True,False,19,1,True,False
132,0,10,6,0.6,Can the variable 'Math' be accessed in the class 'Science_subject'?,A,MCQ_A,False,False,True,59,4,True,False
133,0,5,2,0.4,"Based on the premises, which of the following must be true?
A. I ate a Banh Mi.
B. I passed the test.
C. It is raining.
D. I slept.",B,MCQ_B,True,False,False,25,0,True,False
134,0,4,4,1.0,"Based on the premises, which of the following can be inferred?
A) Bob will graduate the school because he studies hard.
B) Bob will be happy because he studies hard and graduates the school.
C) Bob will pass the test because he studies hard and is never lazy.
D) Bob will never graduate the school because he is never lazy.",Unknown,Unknown,True,False,False,76,4,True,False
134,1,4,4,1.0,"Based on the premises, is the following statement true?
Statement: Bob will be happy because he studies hard and graduates the school.",No,No,False,True,False,76,4,True,False
135,0,3,2,0.6666666666666666,"Based on the premises, which of the following can be inferred?
A) Jake passed Calculus 1 because he is a freshman.
B) Jake cannot attend Calculus 2 because he did not pass Calculus 1.
C) Jake is a freshman student and has passed Calculus 1 and Calculus 2.
D) Jake has attended Calculus 2, implying he passed Calculus 1 and scored at least 4 points on it.",Unknown,Unknown,True,False,False,67,2,True,True
135,1,3,2,0.6666666666666666,"Based on the premises, is the following statement true?
Statement: Jake passed Calculus 1 and scored at least 4 points on it because he attended Calculus 2.",No,No,False,True,False,66,2,True,True
136,0,5,3,0.6,"Based on the premises, which of the following can be inferred?
A) John has enough social work days to graduate.
B) John cannot graduate because he didn't gain enough social work days and has spent 6 years at BK university.
C) John will have to study more if he does not graduate within 6 years and is out of school.
D) John can graduate as long as he has 15 social work days and has not spent 6 years at BK university.",Unknown,Unknown,True,False,False,72,3,True,True
136,1,5,3,0.6,"Based on the premises, is the following statement true?
Statement: John has to study more if he does not graduate within 6 years and is out of school.",No,No,False,True,False,71,3,True,True
137,0,4,3,0.75,"Based on the premises, which of the following can be inferred?
A) Mary failed the subject because her average score was less than 8.
B) Mary received an A grade due to her scores on the midterm, project, and final exams.
C) The average score of Mary is less than 8 because she scored 7 on the midterm.
D) The scores of Mary don't add up to more than 8 because her midterm score was low.",Unknown,Unknown,True,False,False,77,3,True,True
137,1,4,2,0.5,"Based on the premises, is the following statement true?
Statement: Mary got an A grade because her average score from the midterm, project, and final exams was higher than 8.",No,No,False,True,False,80,3,False,True
138,0,6,4,0.6666666666666666,"Based on the premises, which of the following can be inferred?
A) Peter Griffin can register for PE2 because he passed PE1.
B) Peter Griffin cannot graduate until he registers for PE2 and passes it.
C) Peter Griffin has already graduated because he passed PE1.
D) Peter Griffin must take PE1 again because he is a freshman.",D,MCQ_D,True,False,False,77,4,True,True
138,1,6,3,0.5,"Based on the premises, is the following statement true?
Statement: Peter Griffin can graduate after registering for PE2 and passing both PE1 and PE2.",No,No,False,True,False,78,4,False,True
139,0,5,3,0.6,"Based on the premises, which of the following can be inferred?
A) Tu has gained experience and improved their skills.
B) Tu is not confident yet because they have not improved their skills.
C) Tu has attended fewer than 2 events, so they have not gained experience.
D) Tu has improved their skills but has not gained experience.",Unknown,Unknown,True,False,False,50,3,True,True
139,1,5,4,0.8,"Based on the premises, is the following statement true?
Statement: Tu is confident because they have gained experience and improved their skills.",No,No,False,True,False,64,4,True,False
140,0,4,3,0.75,"Based on the premises, which of the following can be inferred?
A) Tuan can stay in the BK dormitory because he is in the first semester and has a studying schedule.
B) Tuan failed a subject, so he cannot stay in the BK dormitory.
C) Tuan is not allowed to register in the dormitory because he has not registered subjects.
D) Tuan has registered subjects for the semester, so he can stay in the BK dormitory.",Unknown,Unknown,True,False,False,71,3,True,False
140,1,4,3,0.75,"Based on the premises, is the following statement true?
Statement: Tuan can register for the BK dormitory because he is in the first semester and has a studying schedule.",No,No,False,True,False,71,3,True,False
141,0,6,5,0.8333333333333334,"Based on the premises, which of the following can be inferred?
A) Kahne will not receive guidance because they are not a BK student.
B) Kahne can write a science article if they receive guidance and broaden their knowledge through training.
C) Kahne will not get plus points in their graduation thesis because they have not published an article.
D) Kahne needs to complete more training before they can write the article, even though they are a lab member.",D,MCQ_D,True,False,False,94,5,True,False
141,1,6,3,0.5,"Based on the premises, is the following statement true?
Statement: Kahne will receive plus points for their graduation thesis if they write a science article and it is successfully published.",No,No,False,True,False,76,3,True,False
142,0,4,2,0.5,"Based on the premises, which of the following can be inferred?
A) Coke can get an internship or go to work because they are a fourth-year student.
B) Coke is guaranteed to get a job because they are a fourth-year student.
C) Coke has a good CV because they are a fourth-year student.
D) Coke doesn't need a CV to get a job because they are a fourth-year student.",Unknown,Unknown,True,False,False,52,2,True,False
142,1,4,4,1.0,"Based on the premises, is the following statement true?
Statement: Coke will have a good CV and easily get a job if they choose to intern because they are a fourth-year student.",No,No,False,True,False,85,4,True,False
143,0,6,3,0.5,"Based on the premises, which of the following can be inferred?
A) The Titan computer is likely to have a strong cooling unit because it runs complex software and supports multitasking efficiently.
B) The Titan computer does not support multitasking efficiently because it lacks enough RAM.
C) The Titan computer does not require a cooling unit because it runs complex software.
D) The Titan computer has enough RAM because it supports multitasking efficiently.",Unknown,Unknown,True,False,False,73,3,True,False
143,1,6,4,0.6666666666666666,"Based on the premises, is the following statement true?
Statement: The Titan computer remains stable during heavy use because it runs complex software and supports multitasking efficiently.",No,No,False,True,False,86,4,True,False
144,0,6,3,0.5,"Based on the premises, which of the following can be inferred?
A) The AlphaNet model does not require hyperparameter tuning because it achieves high accuracy.
B) The AlphaNet model has been extensively tuned because it achieves high accuracy and processes data quickly.
C) The AlphaNet model uses a weak GPU because it processes data quickly.
D) The AlphaNet model achieves high accuracy because it uses a powerful GPU and processes data quickly.",Unknown,Unknown,True,False,False,68,3,True,False
144,1,6,4,0.6666666666666666,"Based on the premises, is the following statement true?
Statement: The AlphaNet model performs consistently on new data because it achieves high accuracy and processes data quickly.",No,No,False,True,False,84,4,True,False
145,0,10,1,0.1,"Based on the premises, which of the following can be inferred?
A) A variable declared with 'let' is immutable and block-scoped.
B) A function can be declared with either the 'function' keyword or arrow syntax, making it callable.
C) If a promise is rejected, the 'then' block will be executed before the 'catch' block.
D) The DOM in JavaScript is used for network requests and manipulation of HTML elements.",Unknown,Unknown,True,False,False,30,1,True,False
145,1,10,2,0.2,"Based on the premises, is the following statement true?
Statement: JavaScript supports event handling to respond to user actions and manipulate HTML elements on the page.",No,No,False,True,False,59,2,True,False
146,0,10,1,0.1,"Based on the premises, which of the following can be inferred?
A) C++ does not support exception handling because it does not use 'try', 'catch', and 'throw' keywords.
B) C++ uses pointers to reference memory locations and can dynamically allocate memory.
C) C++ functions cannot return values because they are not declared with a return type.
D) The STL in C++ does not contain vectors or maps because it does not support templates.",Unknown,Unknown,True,False,False,23,1,True,False
146,1,10,3,0.3,"Based on the premises, is the following statement true?
Statement: In C++, 'new' is used to dynamically allocate memory and 'delete' is used to deallocate it, allowing for memory management through pointers.",No,No,False,True,False,80,3,True,False
147,0,21,2,0.09523809523809523,Are all students eligible for a raise?,No,No,False,False,True,37,2,True,False
147,1,21,1,0.047619047619047616,Are all students eligible for a senior job?,No,No,False,False,True,19,1,True,False
148,0,21,3,0.14285714285714285,Do all students complete their assignments?,No,No,False,False,True,32,3,True,False
148,1,21,1,0.047619047619047616,Are all students registered?,No,No,False,False,True,13,1,True,False
149,0,21,2,0.09523809523809523,Do all students attend the tutorial?,No,No,False,False,True,30,2,True,False
149,1,21,2,0.09523809523809523,Do all students pass the prerequisite?,Yes,Yes,False,False,True,27,2,True,False
150,0,21,2,0.09523809523809523,Do all employees work in the security department?,No,No,False,False,True,34,2,True,False
150,1,21,2,0.09523809523809523,Are all employees managers?,Yes,Yes,False,False,True,27,2,True,False
151,0,21,2,0.09523809523809523,Are all employees skilled?,Yes,Yes,False,False,True,25,2,True,False
151,1,21,2,0.09523809523809523,Are all employees productive?,Yes,Yes,False,False,True,33,2,True,False
152,0,20,2,0.1,Do all students take the test?,No,No,False,False,True,29,2,True,False
152,1,20,2,0.1,Do all students complete the quiz?,No,No,False,False,True,29,2,True,False
153,0,22,2,0.09090909090909091,Are all students responsible?,Yes,Yes,False,False,True,21,2,True,False
153,1,22,2,0.09090909090909091,Are all students unemployed?,Yes,Yes,False,False,True,21,2,True,False
154,0,20,2,0.1,Do all students graduate?,No,No,False,False,True,27,2,True,False
154,1,20,3,0.15,Are all students recommended?,No,No,False,False,True,41,3,True,False
155,0,21,2,0.09523809523809523,Do all committee members approve the methodology?,No,No,False,False,True,29,2,True,False
155,1,21,2,0.09523809523809523,Do all faculty members think the topic is weak?,No,No,False,False,True,38,2,True,False
156,0,18,2,0.1111111111111111,Are all library users allowed to take books home?,No,No,False,False,True,37,2,True,False
